courseNumber,name,departmentCode,description,credits,professorName
CHEN 479,"Process Synthesis, Integration and Intensification",CHEN,"3 Lecture Hours. Systematic methods for the synthesis, integration and intensification of chemical processes; special focus given to systematic process intensification for energy and the environment with applications to carbon capture and storage, energy systems, gas separation, and utility networks. Prerequisites: Grade of C or better in CHEN 425 or approval of instructor.",3,
CHEN 481,Seminar,CHEN,"2 Lab Hours. Preparation of oral and written reports on selected topics from recent technical publications, done in the context of consideration of the ethical ramifications of engineering decisions. Prerequisites: Grade of C or better in CHEN 205 and ENGL 210 ; grade of C or better in CHEN 304 or current enrollment; junior classification in chemical engineering.",1,
CHEN 482,Bioprocess Engineering,CHEN,"3 Lecture Hours. Application of engineering principles to design of biocatalysts and bioprocesses. Prerequisite: Grade of C or better in CHEN 205 , CHEN 324 , and CHEN 364 .",3,
CHEN 484,Internship,CHEN,"Credits 0-1. 0 Lecture Hours. 0-1 Other Hours. Professional internship in a private company, government agency or laboratory, university, or organization to provide work and research experience related to chemical engineering. Must be taken on a satisfactory/unsatisfactory basis. Prerequisite: CHEN 204 and ENGL 210 ; junior or senior classification or approval of instructor.",0,
CHEN 485,Directed Studies,CHEN,Credits 1 to 5. 1 to 5 Other Hours. Work covers one or more problems in chemical engineering processes or operations. Prerequisite: Approval of department head.,1,
CHEN 489,Special Topics in...,CHEN,Credits 1 to 4. 1 to 4 Lecture Hours. Selected topics in an identified area of chemical engineering. May be repeated for credit. Prerequisite: Senior classification in chemical engineering or approval of instructor.,1,
CHEN 491,Research,CHEN,Credits 0 to 4. 0 to 4 Other Hours. Research conducted under the direction of faculty member in chemical engineering. May be repeated 2 times for credit. Prerequisites: Junior or Senior classification and approval of instructor.,0,
CLAS 101,Beginning Classical Greek I,CLAS,4 Lecture Hours. Introduction to the language and culture of Greece; basic grammar and vocabulary; readings and slide lectures designed to place language study in its cultural and artistic context.,4,
CLAS 102,Beginning Classical Greek II,CLAS,4 Lecture Hours. Continuation of CLAS 101 ; basic grammar and vocabulary; readings and slide lectures designed to place language study in its cultural and artistic context. Prerequisite: CLAS 101 .,4,
CLAS 121,Beginning Latin I,CLAS,4 Lecture Hours. (LATI 1411) Beginning Latin I. Introduction to grammar and vocabulary with a contrastive approach; reading of graded material.,4,
CLAS 122,Beginning Latin II,CLAS,4 Lecture Hours. (LATI 1412) Beginning Latin II. Completion of elementary grammatical structures; introduction to Latin historians. Prerequisite: CLAS 121 .,4,
CLAS 211,Intermediate Greek,CLAS,3 Lecture Hours. Completion of study of grammar and syntax; introduction to reading ancient Greek authors in the original language. Prerequisite: CLAS 102 .,3,
CLAS 220,History of Christianity: Origins to the Reformation,CLAS,"3 Lecture Hours. History of Christian doctrine, ecclesiastical organization, and religious practice, origins through Reformation, with emphasis on religion and society; life and teachings of Jesus; apostolic church; patristic period; Christianization of Roman Empire and northern Europe; monasticism; medieval church; Gregorian reform; heresy; papal monarchy; schism and conciliarism; reformations of the sixteenth century. Cross Listing: HIST 220 and RELS 220 .",3,
CLAS 221,Intermediate Latin I,CLAS,"3 Lecture Hours. (LATI 2311) Intermediate Latin I. Practice in reading Latin prose writings, especially historical writings and letters. Prerequisite: CLAS 122 .",3,
CLAS 222,Intermediate Latin II,CLAS,"3 Lecture Hours. (LATI 2312) Intermediate Latin II. Practice in reading Latin poetry writings, especially Virgil, Horace and Ovid. Prerequisite: CLAS 221 .",3,
CLAS 236,War and Violence in the Ancient World,CLAS,"3 Lecture Hours. Equipment, organization, tactics and strategy on land and sea in the wars of the Ancient World, including the Near East, Greece and Rome; use of force and violence in the furtherance of political objectives and social control; winners, losers and survivors. Cross Listing: HIST 236/CLAS 236 .",3,
CLAS 250,Greek and Roman Civilization,CLAS,"3 Lecture Hours. Introduction to the civilizations of classical antiquity from Bronze Age Greece to the dissolution of the Roman Empire; examination of major social, intellectual, and political developments in ancient Greece and Rome.",3,
CLAS 251,Classical Mythology,CLAS,3 Lecture Hours. Introduction to the most important myths of the Greeks and Romans; ancient and modern methods of interpreting myths; the role of myths in ancient literature; readings in English. Cross Listing: RELS 251/CLAS 251 .,3,
CLAS 261,Great Books of the Classical Tradition,CLAS,"3 Lecture Hours. Survey of important and enduring works of literature, history and philosophy from Classical Antiquity (8th century BC to 2nd century AD), with emphasis on questions of morality and mentality.",3,
CLAS 262,Great Books of Christian Antiquity and the Latin Middle Ages,CLAS,"3 Lecture Hours. Survey of important and enduring works of literature, history, and philosophy from Christian Late Antiquity and the Latin Middle Ages (4th to 13th centuries AD) with emphasis on questions of morality, religion, and mentality.",3,
CLAS 285,Directed Studies,CLAS,"Credits 0 to 4. 0 to 4 Other Hours. Individual supervision of readings or assigned projects in Classical Languages, selected for each student individually. Prerequisite: Approval of instructor and department head.",0,
CLAS 289,Special Topics in...,CLAS,Credits 1 to 4. 1 to 4 Lecture Hours. Selected topics in an identified area of Classical Languages. May be repeated for credit. Prerequisite: Approval of instructor.,1,
CLAS 291,Research,CLAS,Credits 0 to 3. 0 to 3 Other Hours. Research conducted under the direction of faculty member in classical studies. May be taken three times for credit. Prerequisites: Freshman or sophomore classification and approval of department head.,0,
CLAS 311,Advanced Greek: New Testament,CLAS,"3 Lecture Hours. Readings of the New Testament and works contemporary with it in the original language; introduction to the linguistic, historical, literary and cultural background of the New Testament. May be repeated for credit with different readings. Prerequisite: CLAS 211 .",3,
CLAS 312,Advanced Classical Greek Poetry,CLAS,"3 Lecture Hours. Readings of selections from ancient Greek authors of poetry (lyric, epic, or drama) in the original language; discussion of the intellectual, historical, and literary background of the works, and of the lives and thought of the writers. May be repeated for credit with different readings. Prerequisite: CLAS 211 .",3,
CLAS 313,Advanced Classical Greek Prose,CLAS,"3 Lecture Hours. Readings of selections from ancient Greek authors of prose (history, oratory, letters, philosophy) in the original language; discussion of the intellectual, historical, and literary background of the works, and of the lives and thought of the writers. May be repeated for credit with different readings. Prerequisite: CLAS 211 .",3,
CLAS 320,Survey of Latin Literature,CLAS,"3 Lecture Hours. Latin literature from the republican through the imperial period; systematic overview of the development of literary genres and themes, to provide context for the intensive study of individual authors in other courses. Prerequisite: CLAS 222 or equivalent.",3,
CLAS 321,Advanced Latin Prose,CLAS,"3 Lecture Hours. Readings of selections from ancient Roman authors of prose (history, oratory, letters, philosophy) in the original language; discussion of the intellectual, historical and literary background of the works, and of the lives and thought of the writers. May be repeated for credit with different readings. Prerequisite: CLAS 222 or equivalent.",3,
CLAS 322,Advanced Latin Poetry,CLAS,"3 Lecture Hours. Readings of selections from ancient Roman authors of poetry (lyric, satire, epic, or drama) in the original language; discussion of the intellectual, historical, and literary background of the works, and the lives and thought of the writers. May be repeated for credit with different readings. Prerequisite: CLAS 222 or equivalent.",3,
CLAS 330,Women in Ancient Greece and Rome,CLAS,"3 Lecture Hours. Survey of women in classical Greece and Rome; emphases on female occupations and family relationships, legal and political status, traditional values, notorious women, how women were viewed and how they viewed themselves. Prerequisite: Junior or senior classification. Cross Listing: HIST 330 and WGST 330 .",3,
CLAS 352,Greek and Roman Drama,CLAS,3 Lecture Hours. Dramatic literature of Ancient Greece and Rome; works of the major classical playwrights; the origins of comedy and tragedy; visual and musical aspects of production; political and intellectual ideas as reflected in the plays; readings in English.,3,
CLAS 353,Archaeology of Ancient Greece,CLAS,"3 Lecture Hours. Archaeology of ancient Greece from the Stone Age until the ascent of Rome in the Hellenistic Period; remains of ancient Greek art (sculpture, mosaic, painting), architecture (temples, homes, civic structures), religion (figurines, votive offerings), and social history (coins, inscriptions). Prerequisite: Junior or senior classification. Cross Listing: ANTH 353/CLAS 353 .",3,
CLAS 354,Archaeology of Ancient Italy,CLAS,"3 Lecture Hours. Archaeology of ancient Italy from the Stone Age until the collapse of the Roman Empire in the fourth century; remains of ancient Etruscan and Roman art (sculpture, mosaic, painting), architecture (temples, homes, civic structures), religion (figurines, votive offerings), and social history (coins, inscriptions). Prerequisite: Junior or senior classification. Cross Listing: ANTH 354/CLAS 354 .",3,
